no;eqrat;div;perfor;ltass;gap;dealdum;roe;bonus;optval;no_emp;no_subs;no_off;ceo_age;mktbk;cfa;linsown;linstown;dum97;dum98;dum99;dum00;d2
84;0.085794769;403340;0.360210747;17.9665947;0.313463897;1;24.25;6530000;4578167;17157;3;369;52;517.5999756;0.018183539;0.425267726;4.074141979;0;1;0;0;1
85;0.06879513;434919;0.351072758;18.12974358;0.186970756;1;34.00999832;5731000;5927167;17735;3;356;53;455.2999878;0.024238125;0.364643127;4.09267664;0;0;1;0;1
86;0.079777539;483956;0.338491917;18.1607933;0.14489679;1;26.07999992;12080938;6552167;18861;1;359;54;591.2999878;0.018877011;0.343589693;4.074141979;0;0;0;1;1
87;0.082175143;204877;0;17.31593513;0.293009728;0;17.5;877150;2116460;8665;3;447;62;248.8999939;0.014267296;1.289232612;3.735285759;0;1;0;0;1
88;0.076959975;221773;0;17.4103775;0.252383381;0;16.17000008;654916;1262867;8673;3;490;63;141.3000031;0.01391609;1.456286788;3.744786978;0;0;1;0;1
89;0.069967933;18617;0;16.37613678;0.210297972;1;17.51000023;350000;703333;4832;3;175;62;247.1000061;0.017479796;3.101442814;3.658420324;0;0;0;0;0
90;0.077845633;28977;0;16.84001923;0.137897342;1;13.85999966;450000;0;6034;2;247;64;229.3999939;0.015220495;2.889260054;3.891820192;0;1;0;0;0
91;0.080192633;35128;0;16.92497826;0.139118344;1;15.30000019;475000;924000;6171;2;280;65;160.8000031;0.016688835;2.856470108;4.168214321;0;0;1;0;0
92;0.093282752;51987;0;17.1810627;0.131134167;1;14.06999969;5.00E+05;1400000;8176;4;441;66;236.6000061;0.013091161;2.598978996;4.010962963;0;0;0;1;0
93;0.051490437;637186;0.12794587;19.21830368;0.165408492;1;14.31999969;2633500;10492000;15527;2;5;51;200.6999969;0.006733237;0.350656867;4.109233379;0;0;0;0;1
94;0.043843143;726399;0.100863658;19.37964058;0.197601959;1;18.44000053;4600000;6785950;15512;2;3;54;183.3999939;0.005972454;0.104360014;4.143134594;0;0;1;0;1
95;0.043135285;710106;0.130528554;19.38028908;0.089402877;1;8.569999695;1175000;5455750;15674;2;4;53;208.3000031;0.004140192;0.530628264;4.08092165;0;1;0;0;1
96;0.043501787;667091;0.134490699;19.38446045;0.175215215;1;12.89999962;2350000;2878347;16943;2;4;52;220.8999939;0.005376216;0.530628264;4.027135849;1;0;0;0;1
97;0.090808645;2900;0.000825642;13.83529377;0.241874352;0;13.19999981;350000;387500;333;1;5;67;217.3000031;0.016167965;1.759580612;3.113515377;1;0;0;0;1
98;0.097804099;3516;0.000703073;13.85899639;0.36057812;0;13.31000042;385000;825000;359;1;5;68;170.1000061;0.019524245;1.902107477;3.328626633;0;1;0;0;1
99;0.086341061;4075;0.000614135;14.01344872;0.231823787;0;14.31999969;550000;694050;348;1;5;69;116.8000031;0.01812309;2.10778594;3.26956892;0;0;1;0;1
100;0.092084274;4897;0.000597169;14.05511665;0.301509589;0;15.39000034;750000;329542;365;1;5;70;176.5;0.019460177;2.301584482;3.613616943;0;0;0;1;1
101;0.062463738;1061000;0.193781704;19.6329155;0.313113093;1;11.93999958;4757417;2302480;67785;8;753;61;250.1000061;0.010949155;-0.430782914;4.20319891;0;0;0;0;1
102;0.059482217;1050000;0.130354852;19.71683502;0.338237763;1;17.62000084;3351250;3692520;69033;8;662;62;256;0.013441089;-0.415515453;4.175924778;1;0;0;0;1
103;0.065153398;1226000;0.140607476;19.71780205;0.260990769;1;17.27000046;5197917;5295500;72683;6;661;63;323;0.01571575;-0.186329573;4.218036175;0;1;0;0;1
104;0.058154911;1372000;0.131985962;19.82212257;0.178439081;1;24.45999908;12281250;2940000;74801;6;593;56;286.8999939;0.018601101;-0.010050336;4.18357563;0;0;1;0;1
105;0.059185181;2353000;0.103757881;20.38827896;0.140204489;1;15.17000008;5281250;32400012;98240;6;572;57;231.1999969;0.010942926;0.223143548;4.010962963;0;0;0;1;1
106;0.073739052;850000;0.492012501;19.4539299;0.135475308;1;18.95000076;2.00E+06;6703667;98697;7;473;58;312.3999939;0.023397077;0.086177699;4.128746033;0;0;0;0;1
107;0.068176918;964000;0.469632;19.55497169;0.096028589;1;17.10000038;2500000;12062500;104555;6;471;59;307.1000061;0.020501968;0.095310181;4.117409706;1;0;0;0;1
108;0.077835634;95932;0;16.18384171;0.009311997;0;20.05999947;1200000;4470444;1687;2;110;52;397.7000122;0.010734341;1.736951232;3.910021067;0;1;0;0;0
109;0.051098783;84312;0;16.30938721;0.012852454;0;28.02000046;1500000;302600;1783;2;112;53;304.7000122;0.014089393;1.761300206;3.992681027;0;0;1;0;0
110;0.081795104;126588;0;16.51290131;0.025106527;0;18.01000023;1700000;177583;2293;2;149;54;338.3999939;0.010940868;1.791759491;3.852272987;0;0;0;1;0
111;0.070277184;30227;0;14.67719364;0.006226076;0;21.27000046;1317500;881333;451;1;53;64;361.7000122;0.009454443;2.493205547;2.9704144;0;0;1;0;0
112;0.079558909;33270;0;14.71632576;0.009267918;0;23.70000076;1665000;834900;451;2;55;65;372.2999878;0.008749559;2.564949274;3.157000303;0;0;0;1;0
113;0.074658789;26601;0;14.72747898;0.021680705;0;19.44000053;1120000;882817;480;1;53;63;388.1000061;0.009727553;2.40694499;3.139832735;0;1;0;0;0
114;0.066717744;34718;0;15.73931599;0.023225477;0;4.75;390000;0;1720;3;165;50;303.1000061;0.004498782;2.128231764;3.555348158;0;1;0;0;0
115;0.053794328;49319;0;15.73970699;0.170290753;0;10.72000027;0;0;1899;1;205;52;326.1000061;0.010275133;1.605429888;3.747148275;0;0;0;1;1
116;0.053284798;45257;0;16.09208298;0.021528181;0;11.94999981;450000;0;2372;1;206;51;193.1000061;0.011894312;1.686398983;3.793239355;0;0;1;0;1
117;0.075603731;3453;0;14.06923103;0.050417747;0;13.19999981;868620;875914;255;2;22;63;240.8000031;0.011318951;3.700066567;0.741937339;0;1;0;0;0
118;0.058559705;4312;0;14.31408405;0.001480225;0;17.13999939;1001100;501326;283;1;24;64;234.8000031;0.012177693;3.558485985;1.280933857;0;0;1;0;0
119;0.062492281;5089;0;14.45010948;0.086043052;0;18.94000053;1176720;761117;292;1;24;65;185.1000061;0.012361996;3.559909105;1.386294365;0;0;0;1;0
120;0.093378551;44959;0.002823647;15.44291687;0.110538818;0;18.87999916;420000;134981;1636;1;97;57;332;0.01401411;2.155244589;2.151762247;1;0;0;0;0
121;0.100300744;51750;0.003756586;15.52772236;0.042870641;0;18.46999931;425000;186295;1752;1;105;58;257.7999878;0.014290033;2.10778594;2.322387695;0;1;0;0;0
122;0.087022908;60019;0.004577403;15.66560078;0.007725779;0;18.35000038;475000;145953;1863;1;118;59;235.3000031;0.011907753;2.095561028;2.397895336;0;0;1;0;0
123;0.084825523;62039;0.005815303;15.67583752;0.035282563;0;20.28000069;525000;118759;1858;1;125;60;311.2999878;0.011330041;2.225703955;2.714694738;0;0;0;1;0
124;0.072207063;5529;0;13.81661701;0.149240792;0;17.02000046;96250;106827;381;2;24;52;186.3000031;0.013004604;1.816452026;3.374168634;0;0;1;0;0
125;0.074703567;5812;0;13.89372444;0.191045672;0;18.60000038;106540;99147;366;2;25;53;206.5;0.012746982;1.816452026;3.242592335;0;0;0;1;0
126;0.071498059;6473;0;14.33471394;0.057302691;0;13.01000023;140000;156565;726;1;66;56;150.6999969;0.012935766;1.897619844;3.342861891;0;1;0;0;0
127;0.058937874;6885;0;14.42565727;0.034830753;0;15.22000027;159200;178223;711;1;67;57;137.3000031;0.012642467;2.217027187;3.481240034;0;0;1;0;0
128;0.068908133;7310;0;14.51991177;0.096511237;0;17.55999947;159200;178880;716;1;67;58;140.3999939;0.013756807;2.347558498;3.575150728;0;0;0;1;0
129;0.094950214;27462;0;16.09116364;0.24634862;1;13.39999962;225000;391880;4854;6;167;46;192.1000061;0.01597449;2.397895336;3.640214205;0;0;0;0;0
130;0.094115257;30432;0;16.15934181;0.33903864;1;14.07999992;240000;546509;4985;5;177;47;282.2000122;0.016519474;2.397895336;3.54385376;1;0;0;0;0
131;0.101926513;37613;0;16.23332977;0.333609462;1;16.21999931;475000;707291;5076;4;195;50;214.6000061;0.020246193;2.151762247;3.645449877;0;0;0;1;0
132;0.094440959;36054;0;16.25209618;0.270018816;1;15.39999962;470000;765009;5278;4;196;49;157.1000061;0.01877035;1.740466118;3.594568729;0;0;1;0;0
133;0.094458506;33742;0;16.25279236;0.309845507;1;14.57999992;306000;784613;5206;7;196;48;234.8999939;0.017115073;1.824549317;3.681351185;0;1;0;0;0
134;0.089432798;15216;0;15.68931293;0.27763018;0;10.02000046;0;36666;3958;16;136;70;137.1000061;0.014657118;3.261552095;3.374168634;0;0;0;0;1
135;0.088493817;15599;0;15.76910591;0.313833684;0;10.31000042;0;36655;4057;16;150;71;185.3999939;0.014842912;3.20355916;3.246490955;1;0;0;0;0
136;0.086657755;16439;0;15.84996796;0.342648983;1;8.340000153;0;36661;4196;16;166;72;135.3999939;0.013224334;3.20355916;3.360375404;0;1;0;0;0
137;0.089353561;17134;0;15.87817287;0.384688586;1;9.630000114;0;36461;3974;5;161;50;114;0.014111688;3.26537776;3.40452528;0;0;0;1;1
138;0.080551609;16035;0;15.9112339;0.298901975;1;9.75;0;36660;4104;16;165;34;110.6999969;0.014504654;3.211246729;3.33932209;0;0;1;0;1
139;0.075413279;855;0;13.92109108;0.056653313;0;11.59000015;150000;283033;340;10;28;44;292;0.013665288;2.938632727;1.458615065;0;1;0;0;0
140;0.061826985;1374;0;14.15723991;0.009758566;0;11.14999962;150000;154583;557;10;23;45;142.3000031;0.011325307;2.796671391;2.282382488;0;0;1;0;0
141;0.06227779;2604;0;14.81525898;0.079771549;0;-2.400000095;250000;84583;908;6;49;46;165.6000061;0.004318887;3.11484766;2.47653842;0;0;0;1;0
142;0.070641533;1208;0;13.77810574;0.082470834;0;6.949999809;0;0;348;1;6;63;201.8000031;0.01969301;3.879706383;2.517696381;1;0;0;0;0
143;0.056234039;1366;0;13.84299469;0.115160063;0;15.42000008;25000;0;316;1;6;64;160.3000031;0.014770422;3.792112827;2.44234705;0;1;0;0;0
144;0.057348136;1602;0;13.92921448;0.137668908;0;13.82999992;25000;142067;314;1;6;52;119.3000031;0.013991182;2.655352354;3.234749079;0;0;1;0;0
145;0.060851671;1678;0;14.00079918;0.132007718;0;14.89000034;0;105200;312;1;6;53;114.5;0.015415025;2.448415518;3.222867727;0;0;0;1;0
146;0.096714281;9464;0;14.87943554;0.161683261;1;9.760000229;143734;0;1329;2;32;54;187.3000031;0.016369071;3.734091759;4.003690243;0;0;0;0;0
147;0.072107002;349171;0.001053874;18.03042412;0.214322135;1;15.64000034;520000;742083;27689;16;1284;52;316.6000061;0.014880972;0.336472243;3.784189701;0;0;0;0;0
148;0.070375487;368511;0.003959383;18.1144886;0.130067244;1;18.88999939;1200000;3487467;24595;3;1088;53;298.7999878;0.017582014;2.293544292;3.70868206;1;0;0;0;0
149;0.077111781;416486;0.000145871;18.19710732;0.105579682;1;17.96999931;1100000;3921632;25862;2;968;54;239.3999939;0.016397523;0.254642218;3.860729694;0;1;0;0;1
150;0.076663323;465668;0.000244267;18.23848915;0.12685813;1;17.68000031;1012500;3992533;24568;2;936;55;111.5;0.017464509;0.336472243;3.852272987;0;0;1;0;1
151;0.075980105;484032;0.001526129;18.28331184;0.118417084;1;15.39000034;526500;1472933;22142;1;940;51;171.3999939;0.01643122;0;3.921973229;0;0;0;1;1
152;0.072489418;111120;0;16.8529377;0.238721862;1;17.32999992;559828;1203118;7936;10;338;63;277.1000061;0.014460102;1.000631928;2.850706577;0;0;0;0;1
153;0.075770676;128013;0;17.10131645;0.230201259;1;15.44999981;693750;1891707;9485;2;338;64;340.8999939;0.014733222;0.810930193;2.867898941;1;0;0;0;1
154;0.075938985;161447;0;17.15824318;0.236796632;1;14.61999989;273240;2932417;10159;4;529;65;315;0.013432941;0.615185618;3.144152165;0;1;0;0;1
155;0.075157888;175836;0;17.18408012;0.214066118;1;19.65999985;1143450;4135265;9516;1;515;66;194.8000031;0.016646065;0.966983855;3.261935234;0;0;1;0;1
156;0.08474616;587184;0;18.44081306;0.369847745;1;16.81999969;1250000;1261522;51000;59;1503;53;244;0.022100816;-0.314710736;3.893859148;0;0;0;0;1
157;0.089308649;768400;0;18.57066536;0.394575417;1;13.22000027;1500000;1333312;56600;38;1503;54;365.7999878;0.02184738;-0.314710736;3.958906651;1;0;0;0;0
158;0.078624532;1629000;0.014323214;19.3819294;0.284815073;1;15.85999966;1750000;5543105;91310;23;2090;55;317.7000122;0.016176155;0.451075614;3.97405839;0;1;0;0;1
159;0.069197923;1453000;0.025052296;19.4113369;0.265811354;1;-2.609999895;0;33366088;80778;20;1810;45;227;0.010794653;0.451075614;3.996364117;0;0;0;1;1
160;0.074566208;1958000;0.02758182;19.41180038;0.234339804;1;17.11000061;0;3153780;86198;23;1902;59;142;0.015358634;0.405465096;3.968403339;0;0;1;0;1
161;0.087828748;309733;0.019919634;17.56857872;0.357384473;1;19.23999977;1080000;5102051;24600;6;458;64;321.1000061;0.020670136;0.518793821;4.032469273;0;0;0;0;0
162;0.085543908;330225;0.022855936;17.62099457;0.319765598;1;20.84000015;1500000;24563;27500;5;430;65;421.2999878;0.020981208;0.530628264;4.003690243;1;0;0;0;0
163;0.083278462;402859;0.019970143;17.69142151;0.32030049;1;22.55999947;1200000;1328740;25800;5;408;57;343.7000122;0.021509981;0.418710321;4.123903275;0;0;1;0;1
164;0.082110837;421309;0.021015476;17.73874283;0.272706479;1;25.79000092;1500000;3083404;25800;4;385;58;510.7999878;0.020229645;-0.139262065;4.128746033;0;0;0;1;0
165;0.088608392;365256;0.024231583;17.74769211;0.314110071;1;20.67000008;3.00E+06;6461867;28500;5;435;57;404.1000061;0.018874081;0.530628264;4.019979954;0;1;0;0;0
166;0.087149546;400008;0.001170276;17.74450493;0.326435715;1;17.54999924;368348;4490378;26256;11;895;51;271.2999878;0.014731525;0.875468731;3.949318886;0;0;0;0;1
